name,priceNormal,priceWithoutax,branch,link
"CaJohn's Black Cherry Vanilla Hot Sauce, 5oz.",$10.00,$8.49,CaJohns,https://www.hotsauce.com/cajohns-black-cherry-vanilla-hot-sauce/
"Dip Shit For Fruit, .75oz.",$5.50,$4.95,Special Shit,https://www.hotsauce.com/dip-shit-for-fruit/
"Dirty Dick's Peachy Green Hot Pepper Sauce, 5oz.",$8.50,$7.95,Dirty Dicks,https://www.hotsauce.com/dirty-dicks-peachy-green-hot-pepper-sauce/
"Hellfire Chilimasters Reserve Hot Sauce, 6.8oz.",$10.00,$8.95,Hellfire Hot Sauce,https://www.hotsauce.com/hellfire-chilimasters-reserve-hot-sauce/
"Hellfire Ritual Habitual Hot Sauce, 5oz.",$10.00,$8.95,Hellfire Hot Sauce,https://www.hotsauce.com/Hellfire-Ritual-Habitual-Hot-Sauce/
"Hellfire Ritual Hot Sauce, 5oz.",$12.00,$10.49,Hellfire Hot Sauce,https://www.hotsauce.com/Hellfire-Ritual-Hot-Sauce/
"Hellfire The Elixir Hot Sauce, 6.8oz.",$11.00,$9.95,Hellfire Hot Sauce,https://www.hotsauce.com/hellfire-the-elixir-hot-sauce/
"Historic Lynchburg Tennessee Whiskey Jack in the Bean Sauce, 16oz.",$8.50,$7.95,Tennessee Whiskey,https://www.hotsauce.com/historic-lynchburg-tennessee-whiskey-jack-in-the-bean-sauce/
"Historic Lynchburg Tennessee Whiskey, Diabetic Friendly, Hot Gourmet Deli and Grillin Sauce, 16oz.",$7.50,$6.95,Tennessee Whiskey,https://www.hotsauce.com/historic-lynchburg-tennessee-whiskey-diabetic-friendly-hot-gourmet-deli-grillin-sauce/
"Historic Lynchburg Tennessee Whiskey, Diabetic Friendly, Mild Gourmet Deli & Grillin Sauce, 16oz.",$7.50,$6.95,Tennessee Whiskey,https://www.hotsauce.com/historic-lynchburg-tennessee-whiskey-diabetic-friendly-mild-gourmet-deli-grillin-sauce/
"Spicy Shark Thresher Shark Chipotle Hot Sauce, 5oz.",$11.00,$9.95,Spicy Shark,https://www.hotsauce.com/Spicy-Shark-Thresher-Shark-Chipotle-Hot-Sauce/
